,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
DATES,DROPNA(PX_OPEN),DROPNA(PX_HIGH),DROPNA(PX_LOW),DROPNA(PX_LAST)
2/25/2015,211.66,212.24,211.22,211.63
2/26/2015,211.52,211.71,210.65,211.38
2/27/2015,211.26,211.58,210.6,210.66
3/2/2015,210.78,212.06,210.72,211.99
3/3/2015,211.47,212.054,210.08,211.12
3/4/2015,210.4,210.49,209.06,210.230125
3/5/2015,210.62,210.8,209.85,210.46
3/6/2015,209.42,209.94,207.1,207.5
3/9/2015,207.74,208.79,207.545875,208.36
3/10/2015,206.71,206.81,204.93,204.98
3/11/2015,205.29,205.5,204.4,204.5
3/12/2015,205.26,207.175,205.2,207.1
3/13/2015,206.77,207.9338125,204.58,205.8271875
3/16/2015,206.71,208.69,205.864125,208.58
3/17/2015,207.69,208.42,206.98,207.96
3/18/2015,207.39,211.27,206.62,210.46
3/19/2015,209.96,210.4696875,209.03,209.5
3/20/2015,209.71,211.02,209.4903125,210.41
3/23/2015,210.42,211.11,210,210
3/24/2015,209.85,210.4,208.74,208.82
3/25/2015,209.07,209.35,205.71,205.76
3/26/2015,204.96,206.37,204.12,205.27
3/27/2015,205.13,205.95,204.9,205.74
3/30/2015,206.98,208.61,206.96,208.25
3/31/2015,207.26,208.1,206.36,206.43
4/1/2015,206.39,206.42,204.51,205.7
4/2/2015,205.62,206.98,205.4,206.435
4/6/2015,205.37,208.45,205.21,207.83
4/7/2015,207.855,208.76,207.24,207.28
4/8/2015,207.55,208.51,207.08,207.975
4/9/2015,207.78,209.18,207.19,208.9
4/10/2015,209.2,210.09,208.96,210.04
4/13/2015,209.87,210.63,209.03,209.09
4/14/2015,208.85,209.71,208.1,209.49
4/15/2015,210.05,211.04,209.95,210.43
4/16/2015,210.03,210.98,209.7928125,210.37
4/17/2015,208.94,209.23,207.01,207.95
4/20/2015,209.06,210.25,208.96,209.85
4/21/2015,210.67,210.86,209.24,209.6
4/22/2015,210.01,210.85,208.9,210.63
4/23/2015,210.15,211.94,210.01,211.16
4/24/2015,211.66,211.97,211.11,211.649875
4/27/2015,212.33,212.48,210.54,210.77
4/28/2015,210.74,211.5,209.3300625,211.44
4/29/2015,210.37,211.29,209.6,210.57
4/30/2015,209.88,210.35,207.62,208.46
5/1/2015,209.4,210.77,209.28,210.72
5/4/2015,211.23,212.02,211.1,211.32
5/5/2015,211.03,211.46,208.73,208.9
5/6/2015,209.56,209.93,206.76,208.04
5/7/2015,207.92,209.38,207.52,208.87
5/8/2015,210.88,211.86,210.78,211.62
5/11/2015,211.57,211.89,210.52,210.605
5/12/2015,209.61,210.63,208.62,209.98
5/13/2015,210.47,211.22,209.74,210.02
5/14/2015,211.24,212.32,210.91,212.21
5/15/2015,212.44,212.61,211.86,212.44
5/18/2015,212.24,213.4,212.16,213.1
5/19/2015,213.24,213.57,212.69,213.03
5/20/2015,213.15,213.78,212.504,212.88
5/21/2015,212.71,213.75,212.51,213.5
5/22/2015,213.04,213.54,212.91,212.99
5/26/2015,212.4,212.908875,210.2,210.7
5/27/2015,211.25,212.98,210.7611875,212.7
5/28/2015,212.33,212.59,211.63,212.46
5/29/2015,212.38,212.43,210.82,211.14
6/1/2015,211.94,212.34,210.62,211.57
6/2/2015,211.02,212.19,210.27,211.36
6/3/2015,212,212.67,211.3300625,211.92
6/4/2015,211.07,211.859,209.75,210.1291875
6/5/2015,209.95,210.58,208.98,209.77
6/8/2015,209.64,209.82,208.39,208.48
6/9/2015,208.45,209.1,207.69,208.45
6/10/2015,209.37,211.41,209.2986875,210.95
6/11/2015,211.48,212.09,211.2,211.63
6/12/2015,210.64,211.482,209.68,210.01
6/15/2015,208.64,209.45,207.79,209.11
6/16/2015,208.93,210.35,208.72,210.25
6/17/2015,210.59,211.32,209.36,210.59
6/18/2015,211.31,213.34,210.6315,212.78
6/19/2015,211.46,211.55,210.36,210.81
6/22/2015,211.905,212.59,211.64,211.89
6/23/2015,212.14,212.44,211.57,212.04
6/24/2015,211.72,212.17,210.47,210.5
6/25/2015,211.1,211.25,209.77,209.86
6/26/2015,210.29,210.58,209.16,209.82
6/29/2015,208.045,209.828,205.33,205.42
6/30/2015,207.26,207.32,205.28,205.85
7/1/2015,207.73,208.03,206.56,207.5
7/2/2015,208.07,208.27,206.81,207.31
7/6/2015,205.77,207.65,205.53,206.72
7/7/2015,206.96,208.17,204.11,208.02
7/8/2015,206.42,206.7645,204.25,204.53
7/9/2015,207.04,207.35,204.77,204.9
7/10/2015,207.29,207.98,204.9516875,207.48
7/13/2015,208.99,209.9,208.94,209.77
7/14/2015,209.72,211.05,209.65,210.68
7/15/2015,210.73,211.28,210.04,210.61
7/16/2015,211.87,212.3,211.58,212.3
7/17/2015,212.29,212.55,211.8,212.48
7/20/2015,212.75,213.18,212.21,212.59
7/21/2015,212.43,212.74,211.39,211.75
7/22/2015,210.93,211.77,210.89,211.37
7/23/2015,211.53,211.65,209.75,210.18
7/24/2015,210.3,210.37,207.6,208
7/27/2015,206.94,207.55,206.26,206.79
7/28/2015,207.79,209.5,206.8,209.33
7/29/2015,209.48,211.04,209.31,210.77
7/30/2015,210.16,211.02,209.42,210.82
7/31/2015,211.42,211.45,210.16,210.5
8/3/2015,210.46,210.53,208.65,209.79
8/4/2015,209.7,210.2483125,208.8,209.38
8/5/2015,210.45,211.31,209.73,210.07
8/6/2015,210.29,210.415,207.65,208.35
8/7/2015,208.16,208.34,206.87,207.95
8/10/2015,209.28,210.67,209.28,210.57
8/11/2015,208.97,209.47,207.76,208.67
8/12/2015,207.11,209.14,205.36,208.92
8/13/2015,208.73,209.55,208.01,208.66
8/14/2015,208.43,209.5086875,208.26,209.42
8/17/2015,208.71,210.59,208.16,210.59
8/18/2015,210.26,210.68,209.699,209.98
8/19/2015,209.09,210.01,207.35,208.32
8/20/2015,206.51,208.2865,203.9,203.97
8/21/2015,201.73,203.940375,197.52,197.83
8/24/2015,187.49,197.4771875,182.4,189.5
8/25/2015,195.43,195.45,186.92,187.27
8/26/2015,192.08,194.79,188.37,194.46
8/27/2015,197.02,199.42,195.21,199.27
8/28/2015,198.5,199.835,197.92,199.28
8/31/2015,198.11,199.125,197.01,197.67
9/1/2015,193.12,194.77,190.73,191.77
9/2/2015,194.62,195.46,192.42,195.41
9/3/2015,196.26,198.05,194.96,195.55
9/4/2015,192.85,193.86,191.61,192.59
9/8/2015,195.94,197.61,195.17,197.43
9/9/2015,199.32,199.47,194.35,194.79
9/10/2015,194.56,197.22,194.25,195.85
9/11/2015,195.375,196.82,194.53,196.74
9/14/2015,196.95,197.01,195.43,196.01
9/15/2015,196.61,198.99,195.9611875,198.46
9/16/2015,198.82,200.41,198.41,200.18
9/17/2015,200.02,202.89,199.28,199.73
9/18/2015,195.71,198.684375,194.96,195.45
9/21/2015,196.44,197.68,195.21,196.46
9/22/2015,193.88,194.46,192.56,193.91
9/23/2015,194.11,194.67,192.91,193.6
9/24/2015,192.15,193.45,190.56,192.9
9/25/2015,194.64,195,191.81,192.85
9/28/2015,191.78,191.91,187.64,188.01
9/29/2015,188.27,189.74,186.93,188.12
9/30/2015,190.37,191.825,189.44,191.63
10/1/2015,192.08,192.49,189.82,192.13
10/2/2015,189.77,195.03,189.12,195
10/5/2015,196.46,198.74,196.33,198.47
10/6/2015,198.31,198.98,197,197.79
10/7/2015,198.9,199.825,197.48,199.41
10/8/2015,198.95,201.55,198.59,201.21
10/9/2015,201.38,201.9,200.58,201.33
10/12/2015,201.42,201.76,200.91,201.52
10/13/2015,200.65,202.16,200.05,200.25
10/14/2015,200.18,200.87,198.94,199.29
10/15/2015,200.08,202.36,199.64,202.35
10/16/2015,202.83,203.29,201.92,203.27
10/19/2015,202.5,203.37,202.13,203.37
10/20/2015,202.85,203.84,202.547125,203.09
10/21/2015,203.61,203.79,201.65,201.85
10/22/2015,202.98,205.51,201.85,205.26
10/23/2015,207.25,207.95,206.3,207.51
10/26/2015,207.3,207.37,206.56,207
10/27/2015,206.2,207,205.79,206.6
10/28/2015,207,208.98,206.21,208.95
10/29/2015,208.35,209.27,208.21,208.83
10/30/2015,209.06,209.44,207.74,207.93
11/2/2015,208.32,210.62,208.17,210.39
11/3/2015,209.97,211.66,209.7,211
11/4/2015,211.35,211.5,209.7200625,210.36
11/5/2015,210.43,210.98,209.09,210.15
11/6/2015,209.74,210.32,208.46,210.04
11/9/2015,209.31,209.49,206.95,208.08
11/10/2015,207.51,208.6,207.19,208.56
11/11/2015,208.88,208.94,207.66,207.74
11/12/2015,206.5,207.06,204.82,204.84
11/13/2015,204.35,204.67,202.435,202.54
11/16/2015,202.32,205.69,202.18,205.62
11/17/2015,205.99,207.04,204.88,205.47
11/18/2015,206.04,208.9,205.99,208.73
11/19/2015,208.59,209.05,208.2,208.55
11/20/2015,209.45,210.12,208.86,209.3108125
11/23/2015,209.38,209.98,208.52,209.07
11/24/2015,207.87,209.83,207.41,209.35
11/25/2015,209.5,209.74,209.01,209.32
11/27/2015,209.43,209.8,208.86,209.56
11/30/2015,209.75,209.89,208.56,208.69
12/1/2015,209.44,210.82,209.11,210.68
12/2/2015,210.615,211,208.23,208.529
12/3/2015,208.83,209.15,204.751125,205.61
12/4/2015,206.08,209.97,205.93,209.62
12/7/2015,209.23,209.7295,207.2,208.35
12/8/2015,206.49,208.289,205.78,206.949
12/9/2015,206.19,208.68,204.18,205.34
12/10/2015,205.42,207.43,205.14,205.87
12/11/2015,203.35,204.14,201.51,201.88
12/14/2015,202.07,203.05,199.95,202.9008125
12/15/2015,204.7,206.11,204.54,205.0308125
12/16/2015,206.365,208.39,204.8,208.03
12/17/2015,208.4,208.48,204.84,204.86
12/18/2015,202.77,202.93,199.83,200.0208125
12/21/2015,201.41,201.88,200.09,201.67
12/22/2015,202.715,203.85,201.55,203.5
12/23/2015,204.69,206.07,204.58,206.02
12/24/2015,205.72,206.33,205.42,205.68
12/28/2015,204.86,205.26,203.94,205.21
12/29/2015,206.51,207.79,206.47,207.4
12/30/2015,207.11,207.21,205.76,205.93
12/31/2015,205.13,205.89,203.87,203.87
1/4/2016,200.49,201.03,198.59,201.0191875
1/5/2016,201.4,201.9,200.05,201.36
1/6/2016,198.34,200.06,197.6,198.82
1/7/2016,195.33,197.44,193.59,194.05
1/8/2016,195.19,195.85,191.58,191.923
1/11/2016,193.01,193.41,189.82,192.11
1/12/2016,193.82,194.55,191.14,193.6608125
1/13/2016,194.45,194.86,188.38,188.83
1/14/2016,189.55,193.26,187.66,191.93
1/15/2016,186.77,188.76,185.52,187.81
1/19/2016,189.96,190.11,186.2,188.06
1/20/2016,185.03,187.495,181.02,185.65
1/21/2016,186.21,188.87,184.64,186.69
1/22/2016,189.78,190.76,188.88,190.52
1/25/2016,189.92,190.15,187.41,187.64
1/26/2016,188.42,190.53,188.02,190.2
1/27/2016,189.58,191.56,187.06,188.13
1/28/2016,189.96,190.2,187.16,189.11
1/29/2016,190.02,193.88,189.88,193.7208125
2/1/2016,192.53,194.58,191.84,193.65
2/2/2016,191.96,191.97,189.54,190.16
2/3/2016,191.41,191.78,187.1,191.3
2/4/2016,190.71,192.75,189.96,191.6
2/5/2016,190.99,191.669625,187.2,187.95
2/8/2016,185.77,186.12,182.8,185.42
2/9/2016,183.36,186.94,183.2,185.43
2/10/2016,186.41,188.34,185.12,185.27
2/11/2016,182.34,184.1,181.09,182.86
2/12/2016,184.96,186.65,183.96,186.63
2/16/2016,188.77,189.81,187.63,189.78
2/17/2016,191.16,193.32,191.01,192.88
2/18/2016,193.2,193.27,191.72,192.09
2/19/2016,191.17,192.18,190.45,192
2/22/2016,193.87,194.95,193.79,194.78
2/23/2016,194,194.32,192.18,192.32
2/24/2016,190.63,193.53,189.32,193.2
2/25/2016,193.73,195.55,192.83,195.54
2/26/2016,196.57,196.68,194.9,195.0891875
2/29/2016,195.11,196.23,193.33,193.56
3/1/2016,195.01,198.21,194.4541875,198.11
3/2/2016,197.74,199.06,197.25,199
3/3/2016,198.79,199.795,198.11,199.775
3/4/2016,200.01,201.35,199.03,200.43
3/7/2016,199.34,201.07,199.25,200.59
3/8/2016,199.32,199.92,198.21,198.4
3/9/2016,199.36,199.79,198.43,199.38
3/10/2016,199.96,201.07,197.38,199.54
3/11/2016,201.26,202.81,199.517875,202.76
3/14/2016,202.16,203.04,201.77,202.5
3/15/2016,201.36,202.5306875,201.05,202.17
3/16/2016,201.6,203.82,201.55,203.34
3/17/2016,203.24,205.23,202.77,204.63
3/18/2016,204.17,204.78,203.8,204.38
3/21/2016,204.07,204.94,203.8,204.67
3/22/2016,203.76,205.23,203.57,204.56
3/23/2016,204.11,204.33,203.01,203.2091875
3/24/2016,202,203.16,201.74,203.12
3/28/2016,203.61,203.86,202.705,203.24
3/29/2016,202.76,205.25,202.4,205.1208125
3/30/2016,206.3,206.87,205.59,206.02
3/31/2016,205.91,206.41,205.33,205.52
4/1/2016,204.35,207.14,203.98,206.92
4/4/2016,206.83,207.07,205.89,206.25
4/5/2016,204.67,206.2641875,203.89,204.1891875
4/6/2016,204.29,206.49,203.98,206.42
4/7/2016,205.14,205.56,203.09,203.95
4/8/2016,205.34,205.85,203.87,204.4991875
4/11/2016,205.25,206.07,203.91,204.020125
4/12/2016,204.22,206.25,203.7,205.92
4/13/2016,207,208.1,206.84,208.0008125
4/14/2016,208.07,208.6,207.6,208.01
4/15/2016,208.01,208.172125,207.4,207.78
4/18/2016,207.14,209.28,207,209.2391875
4/19/2016,209.74,210.2,208.94,209.9
4/20/2016,209.95,210.92,209.39,210.1
4/21/2016,210.12,210.25,208.65,208.97
4/22/2016,208.55,209.29,207.91,208.97
4/25/2016,208.26,208.66,207.54,208.61
4/26/2016,209.04,209.52,208.36,208.9191875
4/27/2016,208.47,209.81,208.05,209.35
4/28/2016,208.46,209.76,206.96,207.4475
4/29/2016,206.72,207.13,205.03,206.3308125
5/2/2016,206.92,208.18,206.41,207.97
5/3/2016,206.52,206.8,205.28,206.1591875
5/4/2016,204.99,205.85,204.42,205.01
5/5/2016,205.56,205.98,204.47,204.97
5/6/2016,204.06,205.77,203.88,205.72
5/9/2016,205.57,206.4,205.36,205.8891875
5/10/2016,206.72,208.5,206.64,208.45
5/11/2016,207.91,208.54,206.5,206.5
5/12/2016,207.29,207.489875,205.37,206.56
5/13/2016,206.21,206.86,204.38,204.76
5/16/2016,204.96,207.34,204.89,206.78
5/17/2016,206.46,206.8,204.23,204.8508125
5/18/2016,204.44,206.3,203.63,204.91
5/19/2016,204.06,204.54,202.78,204.2
5/20/2016,204.92,206.1,204.86,205.49
5/23/2016,205.51,205.84,204.985,205.21
5/24/2016,206.17,208.24,206.14,207.87
5/25/2016,208.67,209.77,207.869125,209.28
5/26/2016,209.44,209.71,208.97,209.34
5/27/2016,209.53,210.25,209.47,210.24
5/31/2016,210.56,210.69,209.18,209.84
6/1/2016,209.12,210.48,208.89,210.27
6/2/2016,209.8,210.93,209.239875,210.91
6/3/2016,210.25,210.69,208.86,210.28
6/6/2016,210.7,211.77,210.51,211.35
6/7/2016,211.525,212.34,211.5,211.68
6/8/2016,211.84,212.52,211.689875,212.37
6/9/2016,211.51,212.22,211.19,212.08
6/10/2016,210.46,210.86,209.43,210.07
6/13/2016,209.36,210.37,208.35,208.4491875
6/14/2016,208,208.74,206.9199375,208.04
6/15/2016,208.54,209.36,207.53,207.75
6/16/2016,206.73,208.57,205.59,208.37
6/17/2016,207.17,207.2,205.75,206.52
6/20/2016,208.82,209.61,207.75,207.85
6/21/2016,208.3,208.92,207.78,208.44
6/22/2016,208.65,209.5,207.93,208.1
6/23/2016,209.81,210.87,209.27,210.81
6/24/2016,203.63,210.8463125,202.72,203.13
6/27/2016,201.59,201.6,198.65,199.6
6/28/2016,201.48,203.23,201.12,203.1996875
6/29/2016,204.84,206.93,204.72,206.66
6/30/2016,207.21,209.54,206.56,209.475
7/1/2016,209.36,210.49,209.29,209.9208125
7/5/2016,208.95,209.08,207.71,208.41
7/6/2016,207.83,209.8,207.06,209.66
7/7/2016,209.87,210.6495,208.63,209.526
7/8/2016,211.05,212.94,210.7785,212.65
7/11/2016,213.19,214.07,212.95,213.4
7/12/2016,214.53,215.3,213.4308125,214.95
7/13/2016,215.44,215.45,214.35,214.92
7/14/2016,216.4,216.67,215.66,216.12
7/15/2016,216.78,217.0125,215.308,215.83
7/18/2016,215.97,216.6,215.67,216.4091875
7/19/2016,215.92,216.23,215.63,216.19
7/20/2016,216.75,217.37,216.24,217.085
7/21/2016,216.96,217.22,215.75,216.265
7/22/2016,216.41,217.3,216.1,217.24
7/25/2016,217,217.06,215.97,216.65
7/26/2016,216.53,217.17,215.76,216.75
7/27/2016,217.19,217.27,215.62,216.52
7/28/2016,216.29,217.11,215.75,216.77
7/29/2016,216.46,217.54,216.13,217.12
8/1/2016,217.19,217.65,216.405,216.94
8/2/2016,216.65,216.83,214.57,215.5491875
8/3/2016,215.48,216.245,215.13,216.18
8/4/2016,216.31,216.78,214.25,216.4096875
8/5/2016,217.21,218.23,217.07,218.18
8/8/2016,218.4,218.52,217.74,218.05
8/9/2016,218.13,218.76,217.8,218.18
8/10/2016,218.31,218.4038125,217.23,217.64
8/11/2016,218.26,218.94,217.95,218.65
8/12/2016,218.29,218.71,217.99,218.46
8/15/2016,218.89,219.5,218.88,219.09
8/16/2016,218.6,218.68,217.96,217.96
8/17/2016,218,218.53,217.02,218.37
8/18/2016,218.34,218.9,218.21,218.86
8/19/2016,218.31,218.75,217.74,218.54
8/22/2016,218.26,218.8,217.83,218.53
8/23/2016,219.25,219.6,218.9,218.97
8/24/2016,218.8,218.91,217.36,217.85
8/25/2016,217.4,218.19,217.22,217.7
8/26/2016,217.92,219.12,216.25,217.29
8/29/2016,217.44,218.665,217.4,218.3608125
8/30/2016,218.26,218.59,217.35,218
8/31/2016,217.61,217.75,216.465,217.38
9/1/2016,217.37,217.73,216.03,217.39
9/2/2016,218.39,218.87,217.7,218.37
9/6/2016,218.7,219.12,217.86,219.0308125
9/7/2016,218.84,219.22,218.3,219.01
9/8/2016,218.62,218.94,218.15,218.51
9/9/2016,216.97,217.03,213.25,213.28
9/12/2016,212.39,216.81,212.31,216.34
9/13/2016,214.84,215.149875,212.5,213.23
9/14/2016,213.29,214.7,212.5,213.15
9/15/2016,212.96,215.73,212.75,215.28
9/16/2016,213.48,213.69,212.57,213.37
9/19/2016,214.13,214.88,213.03,213.41
9/20/2016,214.41,214.59,213.38,213.42
9/21/2016,214.24,216.03,213.44,215.82
9/22/2016,217,217.53,216.71,217.18
9/23/2016,216.72,216.88,215.88,215.99
9/26/2016,215.02,215.23,214.01,214.24
9/27/2016,214.05,215.68,213.62,215.57
9/28/2016,215.83,216.82,214.71,216.64
9/29/2016,216.4,216.87,214.04,214.68
9/30/2016,215.65,217.12,215.36,216.3
10/3/2016,215.82,216.04,215.04,215.78
10/4/2016,215.91,216.17,213.99,214.68
10/5/2016,215.41,216.13,215.33,215.63
10/6/2016,215.37,216.04,214.735,215.78
10/7/2016,216.1,216.3,214.19,215.04
10/10/2016,216.155,216.7,215.985,216.16
10/11/2016,215.66,215.74,212.58,213.43
10/12/2016,213.59,214.32,213.01,213.71
10/13/2016,212.16,213.59,211.21,213.01
10/14/2016,214.15,214.69,213.03,213.12
10/17/2016,213.09,213.39,212.17,212.38
10/18/2016,214.24,214.31,213.27,213.71
10/19/2016,214.02,214.64,213.6,214.28
10/20/2016,213.87,214.53,213.11,213.88
10/21/2016,212.96,214.08,212.76,213.98
10/24/2016,215,215.32,214.48,214.89
10/25/2016,214.68,214.98,213.98,214.17
10/26/2016,213.21,214.42,212.93,213.74
10/27/2016,214.58,214.62,213.08,213.17
10/28/2016,213.14,213.93,211.71,212.54
10/31/2016,212.93,213.19,212.36,212.55
11/1/2016,212.93,212.99,209.6,211.01
11/2/2016,210.65,211.1,209.23,209.74
11/3/2016,209.99,210.24,208.46,208.78
11/4/2016,208.91,209.89,208.38,208.55
11/7/2016,211.45,213.19,211.3,213.15
11/8/2016,212.69,214.77,212.38,214.11
11/9/2016,212.37,217.1,212.34,216.3791875
11/10/2016,217.3,218.31,215.22,216.92
11/11/2016,216.08,216.7,215.32,216.42
11/14/2016,217.03,217.27,215.72,216.59
11/15/2016,217.04,218.28,216.8,218.28
11/16/2016,217.56,218.14,217.42,217.87
11/17/2016,218.05,219.06,217.92,218.99
11/18/2016,219.07,219.27,218.29,218.5
11/21/2016,219.17,220.18,219,220.15
11/22/2016,220.51,220.79,219.73,220.58
11/23/2016,219.98,220.76,219.75,220.7
11/25/2016,221.1,221.56,221.01,221.52
11/28/2016,221.16,221.48,220.36,220.48
11/29/2016,220.52,221.44,220.17,220.91
11/30/2016,221.63,221.82,220.31,220.38
12/1/2016,220.73,220.73,219.15,219.57
12/2/2016,219.67,220.25,219.26,219.68
12/5/2016,220.65,221.4,220.42,221
12/6/2016,221.22,221.744125,220.662,221.7
12/7/2016,221.52,224.67,221.38,224.6
12/8/2016,224.57,225.7,224.26,225.15
12/9/2016,225.41,226.53,225.37,226.51
12/12/2016,226.4,226.96,225.76,226.25
12/13/2016,227.02,228.34,227,227.76
12/14/2016,227.41,228.23,225.365,225.88
12/15/2016,226.16,227.81,225.890375,226.81
12/16/2016,226.01,226.08,224.67,225.04
12/19/2016,225.24,226.02,225.08,225.53
12/20/2016,226.16,226.57,225.88,226.4
12/21/2016,226.25,226.45,225.77,225.77
12/22/2016,225.6,225.74,224.92,225.38
12/23/2016,225.43,225.72,225.21,225.71
12/27/2016,226.02,226.73,226,226.27
12/28/2016,226.57,226.59,224.27,224.4
12/29/2016,224.48,224.89,223.84,224.35
12/30/2016,224.73,224.83,222.73,223.53
1/3/2017,225.04,225.83,223.8836875,225.24
1/4/2017,225.62,226.75,225.61,226.58
1/5/2017,226.27,226.58,225.48,226.4
1/6/2017,226.53,227.75,225.9,227.21
1/9/2017,226.91,227.070125,226.4163125,226.46
1/10/2017,226.48,227.45,226.01,226.46
1/11/2017,226.36,227.1,225.59,227.1
1/12/2017,226.5,226.75,224.955,226.53
1/13/2017,226.73,227.4,226.69,227.05
1/17/2017,226.31,226.78,225.8,226.25
1/18/2017,226.535,226.8,225.9,226.75
1/19/2017,226.84,227,225.41,225.91
1/20/2017,226.7,227.31,225.971875,226.74
1/23/2017,226.35,226.805,225.27,226.15
1/24/2017,226.4,228.08,226.27,227.6
1/25/2017,228.7,229.57,228.51,229.57
1/26/2017,229.4,229.71,229.01,229.33
1/27/2017,229.42,229.59,228.76,228.97
1/30/2017,228.17,228.2,226.41,227.55
1/31/2017,226.98,227.6,226.32,227.53
2/1/2017,228.255,228.59,226.94,227.62
2/2/2017,227.2,228.1,226.82,227.77
2/3/2017,228.82,229.55,228.46,229.34
2/6/2017,228.87,229.326,228.54,228.93
2/7/2017,229.38,229.655625,228.72,228.94
2/8/2017,228.61,229.39,228.31,229.24
2/9/2017,229.56,230.95,229.52,230.6
2/10/2017,231,231.77,230.621625,231.51
2/13/2017,232.08,233.07,232.05,232.77
2/14/2017,232.56,233.71,232.16,233.7
2/15/2017,233.45,235.14,233.39,234.92
2/16/2017,234.96,235.155,233.85,234.72
2/17/2017,233.95,235.09,233.93,235.09
2/21/2017,235.52,236.69,235.51,236.49
2/22/2017,236.02,236.54,235.83,236.28
2/23/2017,236.88,236.9,235.56,236.44
2/24/2017,235.46,236.7931875,235.41,236.74
2/27/2017,236.64,237.31,236.35,237.11
2/28/2017,236.67,236.95,236.015,236.47
3/1/2017,238.39,240.32,238.37,239.78
3/2/2017,239.56,239.57,238.21,238.27
3/3/2017,238.17,238.61,237.73,238.42
3/6/2017,237.5,238.12,237.01,237.71
3/7/2017,237.36,237.77,236.76,237
3/8/2017,237.34,237.64,236.4,236.56
3/9/2017,236.7,237.24,235.74,236.86
3/10/2017,237.97,238.02,236.59,237.69
3/13/2017,237.62,237.86,237.24,237.81
3/14/2017,237.18,237.24,236.19,236.9
3/15/2017,237.56,239.44,237.29,238.95
3/16/2017,239.11,239.2,238.1,238.48
3/17/2017,237.75,237.97,237.03,237.03
3/20/2017,237.03,237.36,236.32,236.77
3/21/2017,237.47,237.61,233.58,233.73
3/22/2017,233.77,234.61,233.05,234.28
3/23/2017,234,235.34,233.6,234.03
3/24/2017,234.38,235.04,232.96,233.86
3/27/2017,231.93,233.92,231.61,233.62
3/28/2017,233.27,235.81,233.14,235.32
3/29/2017,234.99,235.81,234.725,235.54
3/30/2017,235.47,236.52,235.27,236.29
3/31/2017,235.9,236.51,235.68,235.74
4/3/2017,235.8,236.03,233.91,235.33
4/4/2017,235,235.58,234.555,235.48
4/5/2017,236.26,237.39,234.54,234.78
4/6/2017,234.94,236.04,234.425,235.44
4/7/2017,235.15,236,234.64,235.2
4/10/2017,235.36,236.255,234.73,235.34
4/11/2017,234.9,235.18,233.34,235.06
4/12/2017,234.74,234.96,233.77,234.03
4/13/2017,233.64,234.49,232.51,232.51
4/17/2017,233.11,234.57,232.88,234.57
4/18/2017,233.72,234.49,233.08,233.87
4/19/2017,234.52,234.95,233.18,233.44
4/20/2017,234.15,235.845,233.78,235.34
4/21/2017,235.25,235.31,234.13,234.59
4/24/2017,237.18,237.41,234.5628125,237.17
4/25/2017,237.91,238.95,237.81,238.55
4/26/2017,238.51,239.53,238.35,238.4
4/27/2017,238.77,238.95,237.98,238.6
4/28/2017,238.9,238.93,237.93,238.08
5/1/2017,238.68,239.17,238.195,238.68
5/2/2017,238.84,238.98,238.3,238.77
5/3/2017,238.29,238.8775,237.7,238.48
5/4/2017,238.83,238.9225,237.78,238.76
5/5/2017,239.19,239.72,238.68,239.7
5/8/2017,239.75,239.92,239.17,239.66
5/9/2017,239.96,240.19,239.04,239.44
5/10/2017,239.39,239.87,239.15,239.87
5/11/2017,239.35,239.57,238.13,239.38
5/12/2017,239.09,239.4273125,238.67,238.98
5/15/2017,239.47,240.44,239.45,240.3
5/16/2017,240.64,240.67,239.63,240.08
5/17/2017,238.1,238.64,235.75,235.82
5/18/2017,235.73,237.75,235.43,236.77
5/19/2017,237.33,239.08,237.27,238.31
5/22/2017,238.9,239.71,238.82,239.52
5/23/2017,239.95,240.24,239.51,240.05
5/24/2017,240.32,240.73,239.93,240.61
5/25/2017,241.2,242.08,240.96,241.76
5/26/2017,241.54,241.9,241.45,241.71
5/30/2017,241.34,241.79,241.16,241.5
5/31/2017,241.84,241.88,240.64,241.44
6/1/2017,241.97,243.38,241.64,243.36
6/2/2017,243.42,244.35,243.08,244.17
6/5/2017,243.97,244.3,243.76,243.99
6/6/2017,243.34,243.98,243.12,243.21
6/7/2017,243.6,243.92,242.83,243.66
6/8/2017,243.77,244.33,243.17,243.78
6/9/2017,244.09,245.01,241.95,243.41
6/12/2017,243.13,243.42,242.38,243.36
6/13/2017,243.98,244.61,243.5799,244.55
6/14/2017,244.86,244.87,243.29,244.24
6/15/2017,242.68,243.91,242.36,243.77
6/16/2017,242.77,242.83,241.6337,242.64
6/19/2017,243.59,244.73,243.48,244.66
6/20/2017,244.25,244.26,242.99,243.01
6/21/2017,243.42,243.59,242.41,242.95
6/22/2017,242.96,243.53,242.64,242.84
6/23/2017,242.91,243.51,242.47,243.13
6/26/2017,243.9,244.38,243.045,243.29
6/27/2017,243.04,243.38,241.31,241.33
6/28/2017,242.5,243.715,242.23,243.49
6/29/2017,243.66,243.72,239.955,241.35
6/30/2017,242.28,242.71,241.575,241.8
7/3/2017,242.88,243.38,242.21,242.21
7/5/2017,242.63,243.01,241.7,242.77
7/6/2017,241.89,242.03,240.34,240.55
7/7/2017,241.21,242.28,240.5645,242.11
7/10/2017,241.95,242.8,241.76,242.37
7/11/2017,242.16,242.55,240.85,242.19
7/12/2017,243.3,244.2,243.3,244.01
7/13/2017,244.02,244.55,243.76,244.42
